0.000000000000000000e+00,2.930000000000000000e+02
1.002000000000000002e+00,2.952044000000000210e+02
2.004000000000000004e+00,2.974087999999999852e+02
3.006000000000000227e+00,2.996132000000000062e+02
4.008000000000000007e+00,3.018175999999999704e+02
5.009999999999999787e+00,3.040219999999999914e+02
6.012000000000000455e+00,3.062264000000000124e+02
7.014000000000000234e+00,3.084307999999999765e+02
8.016000000000000014e+00,3.106351999999999975e+02
9.018000000000000682e+00,3.128396000000000186e+02
1.001999999999999957e+01,3.150439999999999827e+02
1.102200000000000024e+01,3.172484000000000037e+02
1.202400000000000091e+01,3.194528000000000247e+02
1.302599999999999980e+01,3.216571999999999889e+02
1.402800000000000047e+01,3.238616000000000099e+02
1.502999999999999936e+01,3.260660000000000309e+02
1.603200000000000003e+01,3.282703999999999951e+02
1.703399999999999892e+01,3.304748000000000161e+02
1.803600000000000136e+01,3.326791999999999803e+02
1.903800000000000026e+01,3.348836000000000013e+02
2.003999999999999915e+01,3.370879999999999654e+02
2.104200000000000159e+01,3.392924000000000433e+02
2.204400000000000048e+01,3.414968000000000075e+02
2.304599999999999937e+01,3.437011999999999716e+02
2.404800000000000182e+01,3.459055999999999926e+02
2.505000000000000071e+01,3.481100000000000136e+02
2.605199999999999960e+01,3.503143999999999778e+02
2.705399999999999849e+01,3.525187999999999988e+02
2.805600000000000094e+01,3.547232000000000198e+02
2.905799999999999983e+01,3.569275999999999840e+02
3.005999999999999872e+01,3.591320000000000050e+02
3.106200000000000117e+01,3.613364000000000260e+02
3.206400000000000006e+01,3.635407999999999902e+02
3.306600000000000250e+01,3.657452000000000112e+02
3.406799999999999784e+01,3.679495999999999754e+02
3.507000000000000028e+01,3.701539999999999964e+02
3.607200000000000273e+01,3.723584000000000174e+02
3.707399999999999807e+01,3.745627999999999815e+02
3.807600000000000051e+01,3.767672000000000025e+02
3.907800000000000296e+01,3.789716000000000236e+02
4.007999999999999829e+01,3.811759999999999877e+02
4.108200000000000074e+01,3.833804000000000087e+02
4.208400000000000318e+01,3.855848000000000297e+02
4.308599999999999852e+01,3.877891999999999939e+02
4.408800000000000097e+01,3.899936000000000149e+02
4.509000000000000341e+01,3.921980000000000359e+02
4.609199999999999875e+01,3.944024000000000001e+02
4.709400000000000119e+01,3.966068000000000211e+02
4.809600000000000364e+01,3.988111999999999853e+02
4.909799999999999898e+01,4.010156000000000063e+02
5.010000000000000142e+01,4.032200000000000273e+02
5.110199999999999676e+01,4.054243999999999915e+02
5.210399999999999920e+01,4.076288000000000125e+02
5.310600000000000165e+01,4.098332000000000335e+02
5.410799999999999699e+01,4.100000000000000000e+02
5.510999999999999943e+01,4.100000000000000000e+02
5.611200000000000188e+01,4.100000000000000000e+02
5.711399999999999721e+01,4.100000000000000000e+02
5.811599999999999966e+01,4.100000000000000000e+02
5.911800000000000210e+01,4.100000000000000000e+02
6.011999999999999744e+01,4.100000000000000000e+02
6.112199999999999989e+01,4.100000000000000000e+02
6.212400000000000233e+01,4.100000000000000000e+02
6.312599999999999767e+01,4.100000000000000000e+02
6.412800000000000011e+01,4.100000000000000000e+02
6.512999999999999545e+01,4.100000000000000000e+02
6.613200000000000500e+01,4.100000000000000000e+02
6.713400000000000034e+01,4.100000000000000000e+02
6.813599999999999568e+01,4.100000000000000000e+02
6.913800000000000523e+01,4.100000000000000000e+02
7.014000000000000057e+01,4.100000000000000000e+02
7.114199999999999591e+01,4.100000000000000000e+02
7.214400000000000546e+01,4.100000000000000000e+02
7.314600000000000080e+01,4.100000000000000000e+02
7.414799999999999613e+01,4.100000000000000000e+02
7.515000000000000568e+01,4.100000000000000000e+02
7.615200000000000102e+01,4.100000000000000000e+02
7.715399999999999636e+01,4.100000000000000000e+02
7.815600000000000591e+01,4.100000000000000000e+02
7.915800000000000125e+01,4.100000000000000000e+02
8.015999999999999659e+01,4.100000000000000000e+02
8.116200000000000614e+01,4.100000000000000000e+02
8.216400000000000148e+01,4.100000000000000000e+02
8.316599999999999682e+01,4.100000000000000000e+02
8.416800000000000637e+01,4.100000000000000000e+02
8.517000000000000171e+01,4.100000000000000000e+02
8.617199999999999704e+01,4.100000000000000000e+02
